path,Dice,IoU
NC213_NC.nrrd,0.8259475449074754,0.7035042504904412
NC214_NC.nrrd,0.89123662368078,0.8038126868150116
NC215_NC.nrrd,0.7568579276136614,0.6088302196367975
NC216_NC.nrrd,0.9040518677709898,0.8249058100337101
NC217_NC.nrrd,0.8759446362398252,0.7792730346576501
NC218_NC.nrrd,0.6483089166214505,0.4796329924495842
NC219_NC.nrrd,0.8692181929653262,0.768690134340047
NC220_NC.nrrd,0.7561327330118088,0.6078936521022259
NC201_NC.nrrd,0.0075757575757575,0.0075757575757575
NC202_NC.nrrd,0.8478480728171705,0.7358850430221722
NC203_NC.nrrd,0.8885572139303483,0.7994640051751224
NC204_NC.nrrd,0.8764257299902612,0.7800352578228295
NC205_NC.nrrd,0.8719302494550739,0.7729419645157412
NC206_NC.nrrd,0.8011256319755795,0.6682367918523233
NC207_NC.nrrd,0.7916302947167144,0.655125558995528
NC208_NC.nrrd,0.8141940416068202,0.686619649520386
NC209_NC.nrrd,0.8536475869809204,0.7446668178164355
NC210_NC.nrrd,0.8427482266651655,0.7282342803135597
NC211_NC.nrrd,0.818282900484473,0.692456583687295
NC212_NC.nrrd,0.7617436668489156,0.6151779965044614
NC213_NC.nrrd,0.8259475449074754,0.7035042504904412
NC214_NC.nrrd,0.89123662368078,0.8038126868150116
NC215_NC.nrrd,0.7568579276136614,0.6088302196367975
NC216_NC.nrrd,0.9040518677709898,0.8249058100337101
NC217_NC.nrrd,0.8759446362398252,0.7792730346576501
NC218_NC.nrrd,0.6483089166214505,0.4796329924495842
NC219_NC.nrrd,0.8692181929653262,0.768690134340047
NC220_NC.nrrd,0.7561327330118088,0.6078936521022259
NC201_NC.nrrd,2.182667437875828e-06,2.182667437875828e-06
NC202_NC.nrrd,0.8478480728171705,0.7358850430221722
NC203_NC.nrrd,0.8885572139303483,0.7994640051751224
NC204_NC.nrrd,0.8764257299902612,0.7800352578228295
NC205_NC.nrrd,0.8719302494550739,0.7729419645157412
NC206_NC.nrrd,0.8011256319755795,0.6682367918523233
NC207_NC.nrrd,0.7916302947167144,0.655125558995528
NC208_NC.nrrd,0.8141940416068202,0.686619649520386
NC209_NC.nrrd,0.8536475869809204,0.7446668178164355
NC210_NC.nrrd,0.8427482266651655,0.7282342803135597
NC211_NC.nrrd,0.818282900484473,0.692456583687295
NC212_NC.nrrd,0.7617436668489156,0.6151779965044614
NC213_NC.nrrd,0.8259475449074754,0.7035042504904412
NC214_NC.nrrd,0.89123662368078,0.8038126868150116
NC215_NC.nrrd,0.7568579276136614,0.6088302196367975
NC216_NC.nrrd,0.9040518677709898,0.8249058100337101
NC217_NC.nrrd,0.8759446362398252,0.7792730346576501
NC218_NC.nrrd,0.6483089166214505,0.4796329924495842
NC219_NC.nrrd,0.8692181929653262,0.768690134340047
NC220_NC.nrrd,0.7561327330118088,0.6078936521022259
NC201_NC.nrrd,2.229256765794284e-05,2.229256765794284e-05
NC202_NC.nrrd,0.8478480728171705,0.7358850430221722
NC203_NC.nrrd,0.8885572139303483,0.7994640051751224
NC204_NC.nrrd,0.8764257299902612,0.7800352578228295
NC205_NC.nrrd,0.8719302494550739,0.7729419645157412
NC206_NC.nrrd,0.8011256319755795,0.6682367918523233
NC207_NC.nrrd,0.7916302947167144,0.655125558995528
NC208_NC.nrrd,0.8141940416068202,0.686619649520386
NC209_NC.nrrd,0.8536475869809204,0.7446668178164355
NC210_NC.nrrd,0.8427482266651655,0.7282342803135597
NC211_NC.nrrd,0.818282900484473,0.692456583687295
NC212_NC.nrrd,0.7617436668489156,0.6151779965044614
NC213_NC.nrrd,0.8259475449074754,0.7035042504904412
NC214_NC.nrrd,0.89123662368078,0.8038126868150116
NC215_NC.nrrd,0.7568579276136614,0.6088302196367975
NC216_NC.nrrd,0.9040518677709898,0.8249058100337101
NC217_NC.nrrd,0.8759446362398252,0.7792730346576501
NC218_NC.nrrd,0.6483089166214505,0.4796329924495842
NC219_NC.nrrd,0.8692181929653262,0.768690134340047
NC220_NC.nrrd,0.7561327330118088,0.6078936521022259
NC201_NC.nrrd,0.8885572139303483,0.7994640051751224
NC202_NC.nrrd,0.8885572139303483,0.7994640051751224
NC203_NC.nrrd,0.8885572139303483,0.7994640051751224
NC204_NC.nrrd,0.8764257299902612,0.7800352578228295
NC205_NC.nrrd,0.8719302494550739,0.7729419645157412
NC206_NC.nrrd,0.8011256319755795,0.6682367918523233
NC207_NC.nrrd,0.7916302947167144,0.655125558995528
NC208_NC.nrrd,0.8141940416068202,0.686619649520386
NC209_NC.nrrd,0.8536475869809204,0.7446668178164355
NC210_NC.nrrd,0.8427482266651655,0.7282342803135597
NC211_NC.nrrd,0.818282900484473,0.692456583687295
NC212_NC.nrrd,0.7617436668489156,0.6151779965044614
NC213_NC.nrrd,0.8259475449074754,0.7035042504904412
NC214_NC.nrrd,0.89123662368078,0.8038126868150116
NC215_NC.nrrd,0.7568579276136614,0.6088302196367975
NC216_NC.nrrd,0.9040518677709898,0.8249058100337101
NC217_NC.nrrd,0.8759446362398252,0.7792730346576501
NC218_NC.nrrd,0.6483089166214505,0.4796329924495842
NC219_NC.nrrd,0.8692181929653262,0.768690134340047
NC220_NC.nrrd,0.7561327330118088,0.6078936521022259
NC201_NC.nrrd,2.522068095838588e-05,2.522068095838588e-05
NC202_NC.nrrd,2.229256765794284e-05,2.229256765794284e-05
NC203_NC.nrrd,1.20296410355115e-05,1.20296410355115e-05
NC204_NC.nrrd,1.4920251257031168e-05,1.4920251257031168e-05
NC205_NC.nrrd,1.777303830089754e-05,1.777303830089754e-05
NC206_NC.nrrd,3.378492516639076e-05,3.378492516639076e-05
NC207_NC.nrrd,1.959324424938281e-05,1.959324424938281e-05
NC208_NC.nrrd,2.0671407309409625e-05,2.0671407309409625e-05
NC209_NC.nrrd,2.1453702909122115e-05,2.1453702909122115e-05
NC210_NC.nrrd,1.478808671734051e-05,1.478808671734051e-05
NC211_NC.nrrd,2.856000456960073e-05,2.856000456960073e-05
NC212_NC.nrrd,2.1680686844159224e-05,2.1680686844159224e-05
NC213_NC.nrrd,1.974333662388944e-05,1.974333662388944e-05
NC214_NC.nrrd,1.3705764644609523e-05,1.3705764644609523e-05
NC215_NC.nrrd,1.934423058322856e-05,1.934423058322856e-05
NC216_NC.nrrd,2.242705600035884e-05,2.242705600035884e-05
NC217_NC.nrrd,1.1529504000737887e-05,1.1529504000737887e-05
NC218_NC.nrrd,1.961592028089998e-05,1.961592028089998e-05
NC219_NC.nrrd,2.0787859889824343e-05,2.0787859889824343e-05
NC220_NC.nrrd,2.651535238903325e-05,2.651535238903325e-05
NC-my4.nrrd,2.522068095838588e-05,2.522068095838588e-05
NC201_NC.nrrd,0.9006205628479493,0.8192102206736354
NC202_NC.nrrd,0.8864891955523438,0.7961230086457745
NC203_NC.nrrd,0.9026229050448886,0.8225285423488804
NC204_NC.nrrd,0.9246265715676651,0.8598200684084965
NC205_NC.nrrd,0.916326714801444,0.8455759877406889
NC206_NC.nrrd,0.8719980409648248,0.7730500852845402
NC207_NC.nrrd,0.8530549187680654,0.7437648817282791
NC208_NC.nrrd,0.8603520931806298,0.7549301856916655
NC209_NC.nrrd,0.8991190772115741,0.816728727618444
NC210_NC.nrrd,0.8973493373343335,0.8138123315813346
NC211_NC.nrrd,0.8828575141879305,0.7902846358677387
NC212_NC.nrrd,0.8114056176623793,0.6826624865156419
NC213_NC.nrrd,0.8883160634985453,0.7990743461651484
NC214_NC.nrrd,0.919796706930762,0.8515042924540462
NC215_NC.nrrd,0.8473491681194764,0.7351331503208547
NC216_NC.nrrd,0.9398251466697344,0.8864824982096743
NC217_NC.nrrd,0.9116634776225376,0.8376677945111568
NC218_NC.nrrd,0.7147105567328068,0.5560738908872902
NC219_NC.nrrd,0.9005487618626304,0.819091048436542
NC220_NC.nrrd,0.8432792868674107,0.7290291262135923
NC-my4.nrrd,0.0003769980898763,0.000201101028129
NC201_NC.nrrd,0.9077391755250195,0.8310664862683662
NC202_NC.nrrd,0.8931458740896128,0.8069248951257426
NC203_NC.nrrd,0.9158926252162084,0.8448365924008086
NC204_NC.nrrd,0.9202667597223838,0.8523104324968759
NC205_NC.nrrd,0.9152097902097902,0.8436757820451923
NC206_NC.nrrd,0.8446954778187546,0.7311494715963678
NC207_NC.nrrd,0.8479242825328795,0.7359994164523953
NC208_NC.nrrd,0.8723142028226774,0.7735458537245875
NC209_NC.nrrd,0.8988548548099463,0.8162928558332824
NC210_NC.nrrd,0.9009309423884013,0.8197231209297805
NC211_NC.nrrd,0.8843906572902573,0.7927450091953411
NC212_NC.nrrd,0.8474806821818847,0.735331455548062
NC213_NC.nrrd,0.8923265768601284,0.8055881795794658
NC214_NC.nrrd,0.9244020834071502,0.8594318241711907
NC215_NC.nrrd,0.8318019696566409,0.7120411213590463
NC216_NC.nrrd,0.9391489852398524,0.885280114785104
NC217_NC.nrrd,0.9120181461053374,0.8382668574494724
NC218_NC.nrrd,0.7111266981689309,0.5517471835020049
NC219_NC.nrrd,0.9023270591844337,0.8220381275576405
NC220_NC.nrrd,0.8365866196665932,0.7190829672271878
NC-my4.nrrd,2.5220680958385876e-05,2.5220680958385876e-05
testtest.nrrd,0.1286552904008658,0.06875562253922633
